edad,sexo,altura,bmi,peso,h_sueno,c_sueno,n_estres,h_movil,t_pantalla,pasos,i_ejercicio,m_ejercicio,alim_enteros,alim_procesados,g_proteina,g_fibra,h_social,h_sol,l_agua,n_alcohol,t_meditacion,bienestar_fisico,bienestar_mental
22.0,1,1.66,21.14,58.31,6.1,5.6,2.8,2.7,5.4,4315.0,1.0,0.0,8.1,2.4,108.2,26.8,10.3,0.8,2.7,2.5,42.0,67.37,82.11
51.0,1,1.67,26.13,73.05,5.6,4.8,6.9,6.4,8.8,8645.0,2.4,69.0,3.5,5.9,76.6,29.0,5.2,1.1,1.4,0.8,36.0,72.15,45.89
21.0,0,1.64,23.52,63.14,6.1,3.8,4.5,2.9,3.8,6927.0,1.3,49.0,8.2,0.7,61.7,19.2,7.2,2.1,1.9,3.7,44.0,78.18,69.43
57.0,1,1.6,28.56,72.79,7.0,7.0,4.8,0.8,2.0,3918.0,1.0,0.0,8.1,2.4,101.6,20.4,5.5,1.9,1.2,1.5,4.0,76.95,60.98
51.0,0,1.66,33.48,92.64,3.2,1.8,9.4,4.7,7.4,5014.0,2.2,13.0,4.1,6.0,58.5,18.9,6.0,0.9,1.8,5.8,2.0,21.07,0.0
22.0,0,1.71,26.9,79.08,6.6,6.5,6.0,2.3,4.1,6924.0,1.8,64.0,9.2,0.7,93.0,18.1,4.3,0.0,1.0,0.2,5.0,93.01,50.64
22.0,0,1.75,25.42,77.63,5.4,5.2,6.5,5.5,9.1,3443.0,1.0,0.0,3.1,8.7,81.1,30.5,5.4,4.8,2.4,1.4,34.0,37.16,53.06
64.0,0,1.66,23.19,63.55,6.5,5.2,2.9,3.4,5.9,8427.0,1.9,80.0,4.8,4.3,114.4,15.6,6.1,1.4,2.5,2.9,54.0,70.96,82.22
36.0,1,1.67,17.18,47.74,6.0,5.3,3.5,4.9,6.4,3773.0,1.0,0.0,7.0,4.8,82.1,22.9,3.8,1.2,2.5,1.8,29.0,62.22,61.31
35.0,1,1.63,25.3,66.87,5.0,5.8,5.1,6.1,8.1,4229.0,3.2,11.0,4.3,5.7,112.1,17.8,4.8,1.6,2.0,0.0,2.0,42.57,51.71
56.0,1,1.7,30.57,88.1,5.9,3.5,3.4,2.2,4.3,4166.0,1.0,0.0,6.5,1.6,79.7,13.4,4.9,1.3,1.5,7.2,44.0,38.86,68.21
63.0,1,1.63,17.68,47.09,7.1,6.9,4.3,3.2,4.4,8707.0,3.4,78.0,6.5,3.3,110.0,32.0,6.7,1.6,1.5,0.7,8.0,79.68,64.97
64.0,0,1.75,17.77,54.17,6.5,5.0,3.3,3.9,5.0,6122.0,1.6,24.0,5.6,5.3,131.2,20.8,2.9,2.8,2.9,0.6,0.0,71.06,48.95
53.0,0,1.56,29.65,71.89,5.1,5.2,4.7,6.3,9.0,5274.0,1.9,1.0,7.7,2.0,68.6,26.5,4.9,1.4,2.9,1.3,9.0,57.35,53.27
36.0,0,1.67,19.77,55.23,6.5,4.9,4.5,3.0,5.9,6332.0,2.9,49.0,5.5,3.0,95.8,12.9,8.8,0.3,2.1,1.6,1.0,66.28,53.0
22.0,0,1.72,19.55,58.11,5.4,4.9,5.8,3.1,5.7,7274.0,3.7,53.0,6.5,3.4,145.0,19.1,7.3,1.3,1.7,2.9,12.0,55.31,52.05
55.0,0,1.71,21.65,63.65,7.2,6.6,5.6,4.7,8.2,7303.0,3.9,54.0,8.3,0.8,91.3,31.0,7.7,1.0,2.8,1.0,6.0,95.53,54.42
44.0,0,1.92,13.5,49.52,5.5,5.0,4.8,3.1,4.6,5631.0,4.6,27.0,7.6,2.9,91.2,45.7,5.0,2.9,1.6,1.2,10.0,56.66,57.65
38.0,1,1.73,18.55,55.39,6.2,5.5,4.0,4.2,7.9,6130.0,2.6,45.0,7.6,3.2,105.8,9.2,5.6,2.7,2.1,1.5,14.0,73.86,63.79
61.0,1,1.62,30.71,80.55,7.2,6.4,2.9,1.7,2.8,3818.0,2.9,5.0,3.7,5.2,90.8,23.4,7.0,1.6,2.8,1.0,30.0,47.83,81.29
23.0,1,1.69,17.59,50.39,4.9,3.1,7.0,7.3,8.3,8991.0,2.0,81.0,7.0,2.2,55.9,28.3,8.1,0.2,1.5,4.9,16.0,49.04,37.66
41.0,1,1.56,18.97,46.03,6.9,5.3,5.3,2.0,2.2,7657.0,1.7,69.0,4.2,6.5,112.6,20.1,1.1,0.3,2.5,3.8,9.0,67.25,50.83
19.0,1,1.69,21.11,60.55,7.2,7.5,2.5,3.5,5.1,8429.0,3.2,72.0,3.4,5.7,49.9,31.8,2.4,1.5,2.3,1.2,26.0,76.2,75.24
40.0,0,1.63,30.35,80.98,8.6,8.5,1.5,4.0,5.4,6931.0,2.2,51.0,5.9,3.1,81.7,18.1,7.6,1.8,2.0,0.0,35.0,75.77,91.67
21.0,1,1.77,21.32,67.05,4.1,2.5,7.7,6.9,9.4,6780.0,4.2,45.0,4.2,4.6,114.1,26.2,4.4,1.1,1.4,4.6,2.0,35.18,0.0
24.0,1,1.66,22.98,63.03,5.5,5.4,4.6,2.0,4.3,3523.0,1.0,0.0,7.6,2.8,82.9,20.8,3.7,1.0,1.6,0.3,11.0,54.48,51.22
24.0,0,1.69,24.72,70.67,5.5,5.3,6.5,7.0,7.8,7142.0,3.5,51.0,7.6,2.7,76.1,34.8,2.5,0.9,2.2,0.6,5.0,61.74,35.68
49.0,0,1.65,16.11,43.81,6.7,6.2,5.3,5.1,6.7,5830.0,2.0,38.0,2.2,7.1,107.6,19.6,3.9,1.5,1.1,0.3,1.0,62.36,43.63
53.0,1,1.84,22.89,77.42,6.5,5.6,6.4,4.6,6.3,8291.0,2.2,70.0,4.3,5.7,73.0,22.2,2.2,0.0,2.1,0.4,17.0,70.15,41.33
45.0,0,1.67,27.02,75.75,8.0,6.6,2.0,2.5,2.7,8577.0,3.5,65.0,3.1,8.4,65.6,32.6,9.2,0.4,2.3,3.2,30.0,62.24,87.39
63.0,1,1.85,18.73,63.86,6.7,6.3,5.4,4.9,5.9,7178.0,2.3,51.0,5.1,4.0,95.5,16.8,5.0,0.9,2.6,1.7,3.0,77.9,41.26
36.0,1,1.77,27.31,85.09,5.6,3.2,2.7,2.9,4.1,4161.0,1.0,0.0,6.9,1.1,86.3,25.6,4.9,2.7,1.2,6.3,25.0,52.69,59.8
31.0,0,1.74,17.56,53.09,5.4,6.2,6.5,5.9,9.3,6168.0,2.2,29.0,5.5,4.9,65.1,10.4,6.2,0.7,2.8,0.5,29.0,59.53,39.07
59.0,0,1.73,29.06,86.92,6.8,6.8,2.9,2.5,4.7,4651.0,4.8,23.0,4.8,5.1,102.7,16.3,6.9,1.7,3.0,1.3,37.0,76.88,80.84
29.0,0,1.73,24.12,72.32,5.8,3.6,6.2,3.8,6.5,7264.0,2.4,40.0,8.6,0.7,99.3,28.1,6.9,1.7,2.2,7.6,5.0,64.22,47.77
63.0,0,1.55,27.18,64.95,7.6,5.4,1.1,3.2,3.7,5289.0,3.1,30.0,1.4,9.3,82.8,17.1,7.1,2.8,1.4,3.5,35.0,47.04,81.31
19.0,0,1.68,24.76,69.7,6.2,5.4,8.3,2.5,5.7,5650.0,2.8,20.0,8.5,2.4,84.2,20.6,3.7,2.8,1.8,2.6,6.0,71.16,32.46
64.0,1,1.77,21.89,68.39,6.0,5.8,8.0,5.1,8.4,6945.0,3.2,43.0,4.9,2.9,99.4,28.9,4.4,1.4,2.0,0.4,12.0,73.33,36.63
20.0,0,1.7,30.7,88.3,6.7,5.8,2.2,4.8,4.8,4303.0,2.4,13.0,5.8,3.5,113.8,20.4,6.5,1.0,2.2,2.9,1.0,51.65,64.02
60.0,1,1.59,21.37,53.85,5.9,6.2,5.1,5.8,7.1,6810.0,2.8,38.0,4.9,7.4,84.3,31.6,3.9,0.8,2.0,0.9,1.0,67.77,43.64
43.0,0,1.7,20.36,58.56,6.5,5.7,4.9,1.3,3.8,4249.0,1.0,0.0,9.1,1.5,103.1,26.7,5.0,1.3,2.2,1.5,19.0,75.27,62.36
65.0,1,1.84,25.37,85.54,6.0,6.3,3.9,5.6,8.2,5680.0,2.1,12.0,3.5,7.1,101.3,28.5,5.8,1.1,1.9,1.9,9.0,58.98,56.45
21.0,0,1.8,18.85,61.07,5.7,5.2,6.0,7.8,9.1,7259.0,4.1,53.0,6.0,5.1,107.6,34.9,6.6,2.1,2.2,1.9,4.0,71.32,40.38
44.0,0,1.7,29.06,83.51,5.4,4.4,6.7,3.3,5.0,3946.0,1.0,0.0,7.1,3.0,90.8,27.6,1.4,1.9,1.7,2.6,3.0,49.02,27.19
64.0,1,1.78,30.27,95.49,5.1,5.6,5.1,6.8,8.2,7175.0,3.6,57.0,2.8,8.0,71.8,37.3,6.4,2.1,1.8,2.2,17.0,36.22,65.36
43.0,1,1.67,22.92,63.97,7.2,7.1,6.6,3.6,5.7,6788.0,3.1,61.0,4.2,6.6,80.8,32.3,4.5,2.8,1.7,0.1,0.0,73.88,55.72
48.0,0,1.56,32.81,80.22,6.9,5.9,3.0,1.9,5.1,4799.0,1.0,16.0,5.7,4.8,96.9,20.8,6.4,3.4,3.2,1.2,25.0,56.13,74.63
51.0,1,1.63,19.93,52.69,7.5,6.4,1.7,3.5,4.8,11757.0,3.4,132.0,4.2,5.5,126.4,35.3,6.6,1.6,2.9,2.2,1.0,82.58,74.76
39.0,0,1.83,24.42,81.32,6.2,6.1,7.2,5.6,8.6,8200.0,2.6,68.0,4.4,5.8,80.3,27.1,8.2,2.6,2.3,0.7,3.0,79.4,46.37
47.0,0,1.68,25.92,72.99,5.9,5.5,5.7,2.7,4.0,3590.0,2.8,5.0,5.3,4.1,106.1,21.8,7.7,1.1,2.8,0.8,7.0,63.79,59.24
45.0,0,1.68,27.3,77.1,6.6,6.3,8.0,3.1,4.3,6964.0,1.1,51.0,7.3,2.7,83.4,27.2,7.7,2.7,2.5,0.3,10.0,81.27,49.92
60.0,0,1.68,21.47,60.32,7.5,6.2,2.1,4.9,7.7,6855.0,3.5,43.0,5.3,3.5,92.2,33.9,7.9,2.6,2.1,1.1,7.0,73.44,71.56
20.0,1,1.85,13.14,45.08,4.6,1.3,6.8,4.0,6.9,4824.0,1.6,8.0,8.2,1.1,120.3,28.6,5.6,2.5,1.1,8.7,6.0,29.16,33.16
31.0,0,1.83,23.15,77.55,7.0,6.4,1.0,4.9,7.7,3724.0,3.1,11.0,4.0,5.7,105.3,39.6,5.1,1.6,1.8,0.7,50.0,68.2,90.53
63.0,0,1.88,11.08,39.05,6.1,5.5,7.0,4.4,5.0,8001.0,3.9,61.0,3.5,5.6,65.2,33.7,6.7,0.8,1.8,1.5,15.0,66.84,52.74
60.0,1,1.69,22.92,65.24,5.3,4.7,6.3,4.7,6.3,4745.0,2.5,14.0,9.9,0.0,78.6,29.2,6.5,0.1,1.3,2.7,0.0,66.71,46.8
39.0,1,1.72,28.31,84.12,6.5,5.9,4.1,3.4,6.2,5929.0,4.2,34.0,4.7,5.2,115.1,16.8,4.4,1.5,1.1,0.0,8.0,68.47,55.83
47.0,0,1.58,29.24,72.88,5.3,3.2,5.4,4.3,6.4,3216.0,2.3,7.0,3.4,7.0,92.8,23.6,5.8,3.0,2.3,4.6,31.0,33.72,52.07
31.0,1,1.82,30.02,99.23,6.7,5.6,4.0,2.6,3.5,4747.0,1.0,0.0,2.5,8.4,67.0,25.6,4.9,1.2,2.2,1.0,5.0,44.19,52.38
27.0,0,1.61,33.08,85.38,4.3,3.8,7.2,5.9,8.4,4792.0,1.7,12.0,8.2,1.4,73.6,30.6,3.3,2.3,1.3,4.1,1.0,38.41,29.93
40.0,1,1.72,20.41,60.19,6.7,6.0,4.0,3.0,4.3,6150.0,4.0,49.0,5.3,6.0,104.1,30.1,7.6,2.3,1.6,0.1,21.0,77.11,74.26
35.0,1,1.61,27.09,70.41,4.8,4.5,8.7,5.7,9.5,4188.0,1.0,0.0,5.5,5.4,109.9,26.4,5.1,1.2,2.7,0.3,14.0,49.46,7.84
45.0,1,1.65,25.36,69.29,5.5,5.0,7.4,3.6,7.2,6011.0,3.5,31.0,5.7,4.8,90.4,26.0,9.1,2.8,1.5,0.8,13.0,53.58,47.83
22.0,0,1.63,17.35,46.27,5.4,4.7,5.8,4.3,6.9,5274.0,2.6,11.0,8.0,2.1,139.5,30.8,1.7,0.0,2.1,0.8,1.0,63.77,38.94
64.0,0,1.65,20.5,55.89,6.0,4.3,7.7,3.3,6.6,8148.0,1.6,72.0,5.6,4.7,106.5,18.1,3.9,0.3,1.9,3.8,2.0,66.24,12.08
64.0,0,1.66,22.43,61.59,8.6,7.5,5.2,2.5,4.5,11385.0,2.6,123.0,10.0,1.2,85.1,38.6,5.1,0.6,2.3,0.0,15.0,100.0,67.1
51.0,0,1.66,14.39,39.46,7.6,7.2,2.5,1.4,4.1,5432.0,4.1,29.0,6.3,5.0,73.7,8.6,7.3,0.7,1.5,2.0,3.0,69.33,70.82
43.0,0,1.77,22.66,70.71,6.2,6.2,4.0,2.4,5.9,4299.0,1.0,0.0,8.1,3.2,70.5,36.6,5.8,1.8,2.1,0.3,11.0,78.85,60.3
33.0,1,1.61,25.51,66.26,5.1,4.7,8.5,3.5,5.8,5497.0,1.4,31.0,7.6,2.4,96.7,24.6,5.6,1.8,2.1,3.5,12.0,58.49,22.54
56.0,0,1.72,15.22,44.91,6.4,5.9,6.6,4.3,6.1,5097.0,1.9,26.0,5.9,4.6,80.2,33.0,2.7,1.9,2.1,3.0,5.0,64.49,42.71
50.0,0,1.8,23.54,76.06,6.3,4.5,5.5,5.5,5.8,9557.0,4.3,93.0,4.8,6.5,123.5,27.9,2.7,2.1,2.0,1.4,44.0,66.18,52.89
26.0,1,1.66,29.34,80.74,7.9,7.4,3.7,3.3,5.2,8638.0,3.5,88.0,6.7,2.7,119.3,27.8,5.6,0.5,2.2,0.5,28.0,91.76,69.85
61.0,0,1.64,27.21,73.41,6.1,5.0,4.4,2.7,5.5,8528.0,1.8,62.0,7.0,2.7,102.7,29.4,2.3,0.3,3.3,2.0,19.0,76.9,50.0
57.0,1,1.68,23.04,65.14,7.3,7.3,5.6,1.8,4.8,5932.0,1.2,16.0,4.9,5.2,66.4,31.5,3.9,1.9,3.5,0.3,1.0,72.03,59.12
63.0,0,1.79,24.5,78.87,6.3,5.5,5.5,4.7,7.2,7035.0,2.4,54.0,6.3,4.6,76.6,22.4,6.0,0.9,1.6,0.4,2.0,72.52,47.46
52.0,0,1.72,27.25,80.2,7.6,5.9,3.9,6.1,7.5,6015.0,1.1,45.0,8.5,2.4,115.1,33.3,3.0,0.0,0.6,2.0,10.0,72.56,54.19
47.0,0,1.66,27.16,74.61,6.2,2.4,3.5,5.9,5.9,6883.0,2.8,45.0,10.0,0.0,78.7,16.3,8.2,2.5,2.4,9.5,3.0,67.57,57.69
38.0,0,1.74,19.06,57.63,5.7,4.0,3.7,5.1,6.6,3759.0,1.0,0.0,7.7,0.8,112.4,25.0,7.4,2.9,2.1,4.4,57.0,59.68,72.18
62.0,1,1.61,28.54,74.15,6.0,5.7,5.9,5.0,6.7,8488.0,1.4,65.0,9.7,0.5,99.5,31.7,1.9,3.1,2.6,1.8,3.0,94.62,40.33
59.0,0,1.75,28.57,87.93,5.8,5.3,6.4,6.5,8.2,5735.0,2.8,35.0,4.7,4.3,91.0,33.0,3.1,1.7,2.2,1.5,10.0,66.59,38.39
20.0,1,1.73,20.34,61.05,3.9,1.0,7.1,4.5,7.1,5943.0,4.3,28.0,7.4,1.1,75.9,28.7,0.4,2.1,2.0,10.0,7.0,27.4,12.84
19.0,0,1.68,36.15,101.47,5.0,5.6,6.7,5.0,9.0,4057.0,1.0,0.0,8.7,0.1,88.1,21.9,3.4,2.9,2.7,1.6,15.0,52.69,41.04
36.0,0,1.63,23.3,62.12,4.9,4.9,7.0,3.5,5.6,4093.0,2.9,7.0,4.2,6.1,93.8,32.2,6.5,0.9,2.8,1.1,2.0,42.66,48.77
56.0,1,1.63,26.56,70.49,6.4,5.1,3.2,2.0,3.7,7005.0,2.9,48.0,5.0,6.3,110.7,19.6,4.2,2.6,1.2,4.8,8.0,57.47,63.61
64.0,0,1.74,19.73,59.91,5.7,6.0,5.8,3.0,4.7,4439.0,1.0,0.0,9.5,0.6,72.3,39.0,5.9,1.8,1.5,0.5,5.0,78.55,51.46
25.0,1,1.8,22.68,73.35,6.9,5.6,5.9,4.0,6.1,7452.0,2.7,57.0,4.0,6.2,84.7,24.3,2.0,2.4,1.9,0.2,33.0,68.17,60.11
46.0,1,1.65,16.13,43.87,6.1,4.8,6.7,4.1,5.3,4049.0,1.0,0.0,3.3,7.9,90.9,12.7,6.6,1.7,2.1,2.0,1.0,44.6,41.9
36.0,1,1.74,20.49,61.81,6.7,6.7,3.0,6.9,9.0,3564.0,1.0,0.0,9.1,0.0,103.3,15.4,3.9,2.8,1.9,0.2,37.0,81.5,67.27
64.0,1,1.53,22.81,53.62,7.1,6.0,5.0,4.1,6.6,9951.0,2.4,90.0,8.4,2.1,71.8,25.3,5.0,1.7,2.3,0.9,27.0,95.16,65.18
58.0,0,1.65,26.35,72.03,4.5,4.1,8.7,5.8,8.0,4629.0,2.8,2.0,6.9,3.1,63.7,26.1,4.8,0.0,2.6,1.1,5.0,47.05,7.03
57.0,0,1.7,29.47,84.92,6.3,5.5,4.9,3.3,5.8,4603.0,2.1,13.0,5.9,4.7,103.5,40.8,2.5,3.0,3.0,1.6,23.0,67.5,55.78
40.0,0,1.63,30.1,79.69,4.8,1.4,7.0,3.5,6.0,6946.0,3.2,50.0,5.1,4.4,59.6,16.7,2.7,0.6,2.3,9.6,0.0,22.85,24.52
37.0,1,1.63,13.04,34.43,8.0,7.1,2.9,2.0,2.2,10397.0,3.8,95.0,6.6,2.6,115.7,25.3,6.9,2.8,1.5,0.5,51.0,91.08,94.25
31.0,1,1.65,37.12,100.63,6.7,6.5,3.4,2.9,5.5,3433.0,1.0,0.0,9.2,1.0,86.9,16.5,5.8,1.4,1.9,0.9,11.0,68.63,62.31
21.0,0,1.72,25.06,74.43,5.5,5.7,7.9,4.8,6.1,4334.0,1.8,1.0,6.5,5.2,59.0,21.1,7.1,2.7,2.0,0.3,5.0,50.81,16.71
59.0,1,1.69,20.55,58.35,6.9,6.5,5.8,4.0,4.9,4141.0,3.1,7.0,10.0,0.9,80.4,38.5,5.6,2.6,2.3,1.9,7.0,78.37,55.71
56.0,0,1.52,31.28,72.36,6.3,5.7,6.6,5.4,6.3,7584.0,2.3,45.0,4.2,5.3,97.6,15.9,5.3,1.9,2.2,2.6,1.0,52.96,50.16
65.0,1,1.53,31.02,72.64,8.0,7.2,1.2,4.3,6.7,8637.0,4.0,77.0,6.0,2.7,79.3,29.7,1.5,2.0,3.2,1.3,60.0,75.71,83.13
65.0,0,1.65,22.0,60.0,5.0,5.0,6.8,3.5,5.2,4630.0,1.0,0.0,5.3,3.1,90.4,28.1,4.5,1.9,1.7,0.6,1.0,49.39,43.68
44.0,1,1.74,24.2,72.97,6.3,5.6,6.2,7.2,7.5,8118.0,1.5,75.0,3.8,7.5,104.8,24.8,4.9,0.0,2.2,1.9,16.0,70.93,45.48
54.0,1,1.48,27.79,60.89,5.5,4.6,7.1,3.9,6.3,3945.0,2.8,9.0,5.7,3.4,86.0,29.2,8.9,1.6,3.4,1.5,9.0,53.21,41.48
62.0,0,1.66,23.2,63.93,7.2,6.1,2.9,5.7,6.3,6838.0,3.5,49.0,6.8,2.8,71.3,15.7,6.4,0.4,1.6,0.4,45.0,78.97,74.03
58.0,0,1.66,21.72,59.71,5.8,5.0,3.4,3.4,5.5,4140.0,3.2,0.0,7.0,4.3,84.0,38.3,8.1,1.7,2.1,1.0,4.0,68.14,66.35
30.0,0,1.81,14.79,48.51,5.9,5.2,4.4,5.1,7.3,5702.0,2.5,33.0,10.0,0.0,118.3,40.4,6.2,0.4,1.4,1.1,11.0,83.6,50.97
39.0,0,1.67,25.91,72.19,4.5,1.9,5.5,5.4,8.3,6217.0,2.4,31.0,6.9,4.6,123.7,25.4,3.6,0.3,2.0,8.1,10.0,31.84,28.59
24.0,0,1.73,26.3,78.78,6.4,5.2,3.8,4.3,8.1,5573.0,2.0,28.0,8.3,1.4,49.6,44.4,5.2,3.1,1.5,3.8,18.0,61.12,62.72
63.0,1,1.71,26.54,77.72,6.4,5.4,6.1,0.5,1.1,5617.0,2.6,44.0,6.1,2.7,111.8,21.8,5.5,2.6,2.6,2.7,1.0,70.86,56.44
46.0,1,1.53,35.18,82.3,4.5,3.5,8.0,4.0,6.0,4276.0,1.0,0.0,9.4,0.4,95.0,28.2,3.1,1.5,2.1,4.4,3.0,34.32,11.54
29.0,1,1.76,24.13,74.87,6.3,5.4,5.9,5.8,7.6,3954.0,4.0,7.0,10.0,0.0,108.5,36.5,4.2,1.7,1.4,2.7,4.0,77.01,45.29
50.0,0,1.72,21.03,62.01,5.7,4.7,4.7,4.8,7.2,6749.0,2.1,49.0,7.1,3.4,79.0,21.3,4.6,1.3,2.5,4.7,20.0,68.93,48.62
47.0,1,1.74,27.26,82.59,7.5,7.0,2.5,4.7,6.9,9587.0,3.1,80.0,4.0,5.3,54.6,13.9,8.2,2.1,2.1,0.1,3.0,77.83,72.32
35.0,1,2.01,12.24,49.64,6.5,6.4,6.2,1.4,3.1,6807.0,3.1,32.0,4.9,3.2,101.7,12.1,0.8,0.8,2.6,1.2,13.0,74.11,47.18
23.0,0,1.53,24.03,56.49,5.3,4.7,7.2,2.9,4.5,6460.0,3.9,46.0,6.6,3.2,71.2,41.5,7.4,2.5,1.3,2.7,4.0,49.28,53.61
50.0,1,1.84,16.44,55.54,7.3,6.9,3.6,4.6,5.5,7923.0,4.1,61.0,6.9,1.7,62.2,20.8,3.1,1.2,2.2,1.8,30.0,81.84,65.5
42.0,1,1.68,30.65,86.2,6.3,6.7,4.5,4.6,7.6,6477.0,3.7,46.0,7.4,2.8,63.6,23.5,2.3,1.1,2.5,0.4,43.0,71.95,54.36
54.0,0,1.72,28.34,84.14,5.6,5.5,6.1,5.8,8.3,4106.0,3.4,4.0,6.9,1.9,102.0,16.1,7.4,1.5,1.7,0.8,11.0,71.81,52.16
42.0,0,1.7,26.87,77.31,5.6,5.3,8.0,3.8,6.7,4041.0,2.0,6.0,6.0,3.5,92.8,32.6,6.5,0.9,1.2,0.8,7.0,69.06,16.36
58.0,0,1.67,31.01,86.08,7.0,6.5,5.5,4.6,6.3,3138.0,1.0,0.0,4.7,5.5,105.6,18.7,7.5,1.8,2.0,0.6,4.0,51.73,53.32
44.0,0,1.65,20.76,56.81,6.4,5.6,5.5,4.0,5.4,9554.0,2.2,92.0,6.8,3.0,103.4,21.1,6.6,1.0,2.7,0.8,1.0,92.14,52.14
44.0,1,1.73,25.24,75.23,7.6,6.4,4.2,2.5,3.4,7250.0,3.8,52.0,9.7,0.5,81.6,27.4,9.1,2.0,2.7,1.4,5.0,90.7,75.55
59.0,1,1.58,27.34,68.12,7.8,6.6,1.7,0.6,3.0,6990.0,3.1,55.0,8.0,2.6,88.6,16.5,6.1,2.7,1.7,3.9,16.0,79.37,80.85
37.0,1,1.76,26.7,82.7,6.5,4.9,3.0,4.6,5.6,7543.0,3.9,50.0,7.1,1.8,79.8,23.6,4.7,0.8,1.2,2.7,11.0,73.15,61.73
24.0,0,1.67,24.58,68.27,6.1,5.6,2.9,4.3,8.1,3782.0,1.0,0.0,8.1,1.9,85.8,36.2,5.7,1.4,1.7,3.6,43.0,65.87,74.21
19.0,0,1.61,24.79,64.23,7.4,5.5,5.8,3.1,3.8,9177.0,2.3,92.0,5.3,1.4,70.7,28.4,7.5,2.0,1.7,4.3,8.0,79.46,62.06
53.0,1,1.66,28.21,78.11,6.8,7.6,4.1,1.6,3.8,7337.0,3.0,51.0,5.0,5.3,97.8,26.0,3.4,1.1,2.3,1.1,18.0,79.61,63.78
47.0,1,1.8,25.64,83.14,6.4,5.5,5.5,4.9,8.5,6568.0,3.0,56.0,4.5,5.2,111.5,26.7,3.7,2.0,1.9,0.8,10.0,68.31,41.45
51.0,0,1.66,21.84,59.97,6.6,6.4,4.6,3.6,6.2,4453.0,1.0,0.0,5.7,3.3,73.7,21.9,4.4,2.1,1.5,0.1,11.0,67.98,54.33
28.0,1,1.73,23.12,69.08,5.6,3.7,6.5,4.8,7.0,7122.0,2.5,55.0,5.2,5.2,115.6,41.0,0.8,2.6,2.7,5.3,5.0,64.37,34.43
24.0,1,1.64,20.09,54.12,5.8,5.2,8.4,6.8,7.8,5547.0,4.2,18.0,8.4,2.8,92.3,18.5,5.3,0.9,2.1,0.1,9.0,76.15,16.34
19.0,0,1.76,10.49,32.53,6.7,6.1,4.5,0.8,1.4,4644.0,1.0,0.0,5.0,4.5,94.8,26.7,1.2,0.6,2.3,2.7,10.0,61.64,51.69
34.0,0,1.75,23.71,73.01,6.9,5.7,3.6,3.0,5.7,4872.0,3.0,9.0,4.4,4.7,56.0,25.9,5.1,1.2,1.0,0.9,18.0,64.22,71.78
46.0,1,1.85,23.17,79.13,4.8,2.8,3.7,3.7,7.2,3594.0,1.0,0.0,9.9,0.3,53.9,33.1,6.7,0.5,0.5,5.9,42.0,40.31,54.99
36.0,0,1.69,26.01,73.93,5.0,5.0,8.8,6.2,7.7,3375.0,1.0,0.0,5.1,3.6,92.9,33.8,4.0,2.1,1.1,1.1,6.0,44.72,13.95
39.0,0,1.75,13.26,40.76,6.8,5.8,3.3,1.5,2.4,5700.0,2.0,40.0,6.3,3.0,105.8,24.7,8.4,0.3,1.7,3.4,1.0,72.62,75.67
60.0,0,1.71,22.2,64.74,6.0,4.9,4.2,6.9,6.4,6047.0,3.5,25.0,6.9,4.3,76.6,27.3,2.1,3.8,2.3,0.7,10.0,74.05,53.74
34.0,0,1.8,11.29,36.72,6.9,6.6,3.7,4.2,5.2,6784.0,3.5,48.0,3.7,6.3,123.4,27.6,7.4,2.8,0.6,0.7,12.0,59.82,69.08
42.0,1,1.64,33.56,90.55,6.7,5.9,5.5,3.9,5.7,7856.0,2.6,69.0,8.5,0.0,104.7,6.8,6.4,1.5,3.0,1.8,3.0,78.58,50.83
55.0,1,1.76,17.35,53.71,4.2,1.0,6.8,3.7,7.3,5580.0,3.3,27.0,7.3,0.9,71.8,12.3,1.6,2.4,2.1,10.0,21.0,27.85,25.03
37.0,0,1.68,31.31,88.83,5.9,4.9,3.2,3.3,6.0,4540.0,1.0,0.0,9.1,1.0,90.6,20.2,10.4,0.0,2.8,1.5,60.0,63.59,86.6
47.0,1,1.69,29.31,84.19,5.4,2.7,2.6,5.6,7.9,6338.0,3.0,32.0,4.6,6.2,139.5,20.5,4.9,4.0,1.5,5.5,44.0,28.59,61.76
59.0,1,1.71,19.38,56.49,7.4,6.8,4.0,2.4,4.0,8592.0,3.0,73.0,6.2,2.2,65.1,15.4,3.2,0.9,2.3,3.1,3.0,84.64,52.07
63.0,1,1.72,17.91,53.01,6.5,5.7,4.3,4.5,5.9,6349.0,3.1,34.0,6.1,4.4,100.6,31.0,2.2,1.4,2.1,3.2,31.0,67.87,59.83
25.0,0,1.69,26.33,75.26,6.9,5.5,6.2,3.4,6.8,8793.0,3.1,78.0,6.5,4.8,83.5,25.0,4.6,0.0,2.5,1.1,18.0,83.51,47.96
62.0,0,1.72,19.44,57.34,7.9,7.5,3.2,2.9,5.1,7279.0,3.1,52.0,3.1,8.8,104.1,23.3,4.7,2.0,1.9,1.0,9.0,70.42,78.08
41.0,1,1.83,21.45,71.54,6.3,5.6,4.8,7.9,7.8,4111.0,1.0,0.0,6.2,4.1,115.3,15.0,5.2,0.4,2.3,0.4,12.0,68.95,45.65
